pair,CosSim_ble_shift-10,CosSim_ble_shift-9,CosSim_ble_shift-8,CosSim_ble_shift-7,CosSim_ble_shift-6,CosSim_ble_shift-5,CosSim_ble_shift-4,CosSim_ble_shift-3,CosSim_ble_shift-2,CosSim_ble_shift-1,CosSim_ble,CosSim_ble_shift1,CosSim_ble_shift2,CosSim_ble_shift3,CosSim_ble_shift4,CosSim_ble_shift5,CosSim_ble_shift6,CosSim_ble_shift7,CosSim_ble_shift8,CosSim_ble_shift9,CosSim_ble_shift10,State
uu_u19e,0.1723056619433603,0.21711437295812155,0.033029101418097215,0.3028052584554227,0.33560156797665613,0.27835933826893966,0.27367358052737883,0.469264063303986,0.23594028297999203,0.18656801547116053,0.18597369015769172,0.2708140031270016,0.2855278843577164,0.07009736808915237,0.1045088033329181,0.24342904190960188,0.17290273958822994,0.17802219311289863,0.14410676740539446,0.22861132802070375,0.03388765409656954,1
uu_u19e,0.7137003346729733,0.7262776137187851,0.7265302838823103,0.723938568583871,0.7249313762629084,0.7470994953627804,0.7549508770444142,0.7747183441136443,0.7944679407579028,0.8179448755850036,0.7899928720214198,0.8328834643025937,0.8733981477259131,0.8754217059670795,0.8586507055747901,0.8687998756288183,0.855671355468261,0.8648750700964856,0.8814867221563438,0.885849930369622,0.8838373750864588,1
uu_u19e,0.9035075282932399,0.903626856531326,0.9017859900848867,0.9025534128987418,0.9042645261348541,0.9131431418447734,0.921911080581081,0.9191924820199746,0.9219040945449684,0.9310795616732288,0.9378574197492492,0.9435042445346821,0.9460645794777623,0.9440952428389384,0.9400275673005759,0.947971528448803,0.9522758896531611,0.9505374058530611,0.9533518943973854,0.9489023505478765,0.9564930139811345,1
uu_u19e,0.7641980634895514,0.7596211563506216,0.7651875308647198,0.7273060199423157,0.8166340257710162,0.8366863776962717,0.7926655653749399,0.7937273748796114,0.8166015835609705,0.8339536194206266,0.8281679772107533,0.8187075939724808,0.7893173839420282,0.8017713814713134,0.8264799760608228,0.7957952122968279,0.7127167159311748,0.8104020612350389,0.7878886745275991,0.8217181635223004,0.7867523711481814,1
uu_u19e,0.613161057814863,0.6786852221562928,0.641122932677178,0.629831935231123,0.5664189294981716,0.613975294803652,0.6152835511423903,0.5807631079229182,0.48897406347363775,0.4440615283855499,0.5722181546104985,0.5659980957809562,0.5439841930044153,0.5591386439121213,0.4859716849462744,0.5021026401740355,0.5659443848782075,0.5500394865159812,0.5737876814641435,0.5523728313939991,0.4431236688052834,1
uu_u19e,0.6492595661029775,0.567000426301482,0.6789102164236076,0.6769827266588753,0.7004972920194359,0.6310084767277363,0.6073232184416512,0.6140070056776971,0.5812057821995007,0.609837328938936,0.6555886664320559,0.6208874762283814,0.5810587944463058,0.537842991408655,0.5911520569695848,0.6651586490287217,0.6087890987044271,0.6030302972129062,0.6565282344424365,0.6389401683897766,0.6710624160360766,1
uu_u19e,0.8791133527969157,0.8737521588270287,0.8632326025944451,0.869921834493289,0.859975577178624,0.8678779858778224,0.8685765806001164,0.8792849769894214,0.8865127448821466,0.8835906975949198,0.8771093744049571,0.8992707140102528,0.9010430412232605,0.8994712015216355,0.8937413753580443,0.8760149206298498,0.9002585767462425,0.8741705074288021,0.8988750830250055,0.8888547257003546,0.8693887006745818,1
uu_u19e,0.8725028706421871,0.8538616360812858,0.826785537064496,0.8136597111707875,0.8361381672574553,0.8438081750423903,0.8986712551120053,0.8813333174944646,0.8598335736837693,0.8528466948176497,0.8651918207259943,0.8753502173096991,0.8701127248810718,0.9013359204334723,0.8903836817459185,0.8592974399919757,0.8718804236788097,0.8846493206442213,0.9047541432823851,0.8905346699558289,0.8983707888639927,1
uu_u19e,0.9694330716159987,0.9681818462855815,0.9639330536671674,0.9655789215737535,0.9668806518998333,0.9623168856922721,0.9710733360517635,0.9665581873208788,0.9631505040779714,0.9622709179446448,0.9632089366099429,0.9688129434728614,0.961950777358493,0.9591482301609926,0.9575018300669321,0.9422562537823111,0.9338253613665812,0.9252544028521021,0.9206547315678255,0.9134578589457979,0.898260930946798,1
uu_u19e,0.8717770587987114,0.8716444005198202,0.8789656489221258,0.86853762589245,0.8844800351489636,0.85494516559643,0.8662442967000978,0.8742468456050113,0.8524127982468487,0.8589540871483157,0.8740073884865749,0.8798688503988137,0.8833111757226838,0.8061951033823387,0.8963409614991651,0.8698478189433814,0.8484371242096459,0.8358822723055289,0.8479888860931613,0.8804682425971895,0.8531292571614792,1
uu_u19e,0.4608426683305834,0.4657811525991799,0.4814571284820732,0.5323293025864902,0.4985736531705518,0.5714801529840798,0.5434208049347009,0.5707142753062382,0.6370642917319436,0.6109458295248257,0.6098480830163687,0.7375981958032405,0.6171846544491222,0.6101641950630452,0.7853364266523495,0.6935804485998982,0.5758225902513276,0.5905371150375198,0.6166076642649008,0.5667542786434833,0.5460763830537209,1
uu_u19e,0.1791378857110268,0.2870157275426141,0.33594167756653487,0.3692402683414382,0.2779098274029948,0.3127353061307148,0.25862218881192156,0.3761756911231237,0.3958697427670748,0.3184461386917659,0.30202024532910643,0.44574333083845885,0.391664220779555,0.3666071277772845,0.3890530393988009,0.34959626216168377,0.3394335718896066,0.3761706057151445,0.3440663289727058,0.39490092393238113,0.3670765876710356,1
uu_u19e,0.8727058540541988,0.8716726413555304,0.8672773298767221,0.8869640917029519,0.8935639116750314,0.8895672067171392,0.9079944399803299,0.8925037460144979,0.8814413169719865,0.9125581592057447,0.915334313967363,0.8913696976123944,0.8934084751346679,0.8690613038903966,0.8616849711199945,0.8732510739261397,0.8844193147697833,0.8711975876618828,0.8809212771896452,0.8596317242777609,0.8504085394983574,1
uu_u19e,0.24172228948148441,0.207236362315911,0.1842333593399299,0.20806575657804846,0.19974977909691144,0.18576868581329734,0.3021838133617486,0.2032994817569612,0.23386479158664047,0.24078644068338953,0.18258936387773136,0.19686806397724385,0.2990926788696211,0.3297275278751919,0.25159433448645513,0.2927190721380673,0.20261136671033117,0.12612459349841557,0.2986127447314512,0.4656799619481361,0.34209544425937594,1
uu_u19e,0.3655058596580494,0.34842042463248607,0.4353259402131709,0.41598799770253486,0.4307396206538126,0.4559811967039001,0.5641546629935116,0.49690200749520486,0.4702079329311287,0.5573606957253393,0.5607782468316439,0.5864524366997078,0.6225284877722299,0.6225002042264824,0.6316996273914329,0.6195925472045688,0.6116869935772695,0.6244528350619428,0.6269122709965258,0.5980935923430684,0.5726755109612833,1
uu_u19e,0.9343359471713829,0.9351130470319661,0.9389773874311056,0.9419565167975976,0.9404945436903764,0.944208232089378,0.9485362823323525,0.9491954956348992,0.9510894361144526,0.957184253582195,0.9616446494932899,0.9601943116126729,0.9647186800954513,0.9660953270054335,0.9622165944917545,0.9567738730284354,0.9539676605532468,0.9469189144169843,0.9434612821608371,0.9265795340283675,0.9210925770645778,1
uu_u19e,0.8444551527981717,0.8402646881775582,0.8381806028302343,0.8220017984757939,0.8299721297125147,0.8347798720279668,0.8292981337617813,0.8395432137247667,0.8419528420483933,0.8713340375627809,0.8707910874356402,0.8738294026862317,0.865649495454276,0.8783465959024291,0.8536257826009649,0.854225667808635,0.8585805345142631,0.8529054919423315,0.8256340105199051,0.8223655877367482,0.8221872960431846,1
uu_u19e,0.9566800688205856,0.9602289988158595,0.960304520684366,0.9595602840770505,0.9599189238168613,0.9662921120067797,0.9546421331101209,0.9646409415756464,0.9534731482288858,0.9476012759086448,0.9425841158523277,0.9422630575448255,0.9412510187178394,0.9390847632766685,0.9210098829342049,0.9136102274247674,0.9091640744068834,0.9089605608716187,0.9094497528461096,0.9102294645389908,0.902283638496282,1
uu_u19e,0.854507311608172,0.8102561943640768,0.7981796723629784,0.8064094308363137,0.8349465622642945,0.8146362150046579,0.8132812081865854,0.7673946574224978,0.7479484360239137,0.7452082509612195,0.7152319939858913,0.6899660031703212,0.661854861995764,0.6568662026977032,0.6790153401121742,0.684262695099187,0.6652315343600119,0.6364515070997696,0.6729742536018204,0.6479712889481518,0.647917660568146,1
uu_u19e,0.16185369090868978,0.19058348912079393,0.08263475394005049,0.0,0.1964479554853613,0.2823417922604566,0.16449168729423824,0.18077459839163473,0.33174999730149307,0.3044578265550011,0.2762247080204713,0.3639951430780416,0.300902651611181,0.38340821737553715,0.5124242736443096,0.3106091887599288,0.3243601163873215,0.3524686302139036,0.23942181883783417,0.2376439340444839,0.30374094041087535,1
uu_u19e,0.7383641418799981,0.7433752035836296,0.7509616786374573,0.7656645762618596,0.7848455108428747,0.7847525068609331,0.8603861120665582,0.8684786930707517,0.8475529447174109,0.9206130774252533,0.8330683099850871,0.8374633041443026,0.8451784726282222,0.8491581887028568,0.8312805141198094,0.8476520350458743,0.8551199542150575,0.8524722154449265,0.8596915387597307,0.8597962164453977,0.8415204527077037,1
uu_u19e,0.9437517135803758,0.954219527912485,0.9441875575119499,0.9526301671759941,0.9474701958045821,0.946751759305517,0.9450583630844616,0.9561412832623404,0.9545515944986048,0.9546561312291794,0.9616715935180494,0.9659282764331061,0.9609564783134814,0.9648654804669264,0.9625650047394922,0.9615024555971046,0.9735707794387449,0.9656358262027538,0.959501909408165,0.9638448120910602,0.9619277637559027,1
uu_u19e,0.8496208853383644,0.8533765779564493,0.8598521024780311,0.8698192065306061,0.8826611071214066,0.8718860077538321,0.868445217243601,0.8859130316576516,0.8799277915609527,0.8975358232016044,0.8870415897356818,0.8898041456709798,0.8853006202214018,0.8938406436174595,0.9253767010497954,0.8947766733139201,0.8813373741250657,0.9017937592233757,0.8593951335446742,0.8576780569337967,0.8546324752964971,1
uu_u19e,0.5469790337265705,0.49369539642659427,0.4798652506170084,0.4952065520039036,0.49311752419169835,0.4888160236823704,0.48467495066860655,0.4578236720417338,0.4757725734178619,0.4328935070390208,0.511657086125823,0.475403147995865,0.40572219840204293,0.49887612797433867,0.42579343076976306,0.46222602045729266,0.4572225148822755,0.41986580766611653,0.4669347249223613,0.5430144633403055,0.44534801313547984,1
uu_u19e,0.3764500757218727,0.43477375041137484,0.4051625206433555,0.40771087221617275,0.43708610645108825,0.432987401198314,0.4765704136087601,0.36910358473330657,0.4510680353244655,0.45337244203893584,0.3946498058215058,0.37277413945004456,0.3998211263292923,0.4219959559239516,0.37204630897243457,0.3524862578467525,0.19818928644256464,0.18746003874136696,0.20405728890455588,0.2787192854174609,0.29326544584728936,1
uu_u19e,0.7853090939655378,0.7975245494796624,0.811217987776339,0.8109150247095347,0.8197435803858779,0.831212625871842,0.83045174810782,0.8279591129865949,0.8405455158103183,0.8501876316902691,0.8506638468051284,0.8759145411079451,0.883009372402099,0.8905848172521716,0.9103906081793718,0.916213394955717,0.924774880457564,0.92521728921616,0.9247948596786887,0.9446602352951586,0.9335699389961922,1
uu_u19e,0.9112589983057017,0.8883556229865256,0.9074058700044573,0.8876889415705063,0.8975288989928536,0.9067538594688667,0.9073513222981762,0.908069925947315,0.9000321844327763,0.9071667179675382,0.9046628454421998,0.9071300087640521,0.9284561786395974,0.9326999287733629,0.9233781687839445,0.9368964670033703,0.9320999562243578,0.9346024000651606,0.9303890374930156,0.9190464953963456,0.9033872928122252,1
uu_u19e,0.9450038888494888,0.9402176489643433,0.9497568996260936,0.9398239299098813,0.9472400002698342,0.9707354869604413,0.9376486796115108,0.9283128573290743,0.9373803200087458,0.9384525671836185,0.9468699341146081,0.9433750207547139,0.9362788392370048,0.9343044366013644,0.9350336959550161,0.9383292380282182,0.9250497625313274,0.9426177941575902,0.9284436886786788,0.9418506428177804,0.9457688480212714,1
uu_u19e,0.6653324584749396,0.6567050802384188,0.6027068425327452,0.6128350330517561,0.6957885016104383,0.6882406953155273,0.6634932080845379,0.7025337428044046,0.6555079934744191,0.6141607858850787,0.6782840895601007,0.6891265024836992,0.6400338555683948,0.7438446862899077,0.7206926035176455,0.683542865016026,0.737472861673022,0.5737904551984725,0.5120562532435566,0.6428546457445132,0.496231430365567,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.5482492904614876,0.6116305380287524,0.5803379832567503,0.6204013807703622,0.69389591301804,0.6516706176923108,0.6686959793529137,0.6829931525572391,0.7575802926360025,0.8035264506060074,0.7419040351570753,0.7294956078070955,0.753836112141673,0.701021181770149,0.7062710291536572,0.7693558069130972,0.6573102062838586,0.6313940815099415,0.6233027875413238,0.5343585140723829,0.5852249749073206,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.8653357641159138,0.887730045803862,0.8366887703785765,0.8536741420041999,0.8541484102342405,0.824199500236724,0.8361541057271779,0.8333464631423859,0.8393858754100568,0.8811408776881832,0.9217162688911039,0.8737169176662244,0.8665471681368467,0.8305452599451686,0.8230892283481076,0.8265167240491691,0.8432204668105733,0.8429396003831849,0.8667451022485937,0.8628547171762497,0.8513835085626237,1
uu_u19e,0.9161567195140682,0.8671416566346455,0.8544842696303963,0.852502342536034,0.8744520438184846,0.8594622054468195,0.8665503938385728,0.8541486087203224,0.870637535008075,0.8843887712526497,0.9254261371402304,0.8688403194439145,0.8406753320242277,0.8456758779526657,0.9058733308582129,0.8889111525960801,0.8756629243493491,0.8635910928692239,0.8940105177267443,0.8709170301507144,0.8663846692298168,1
uu_u19e,0.7064159042569749,0.6937562546036249,0.6814024174024512,0.6343572274046787,0.7051314038937466,0.6400036742375174,0.6573280193329198,0.6107956506175912,0.5664554933823962,0.6025392383788669,0.5824195310742604,0.5380305630911879,0.554458819590507,0.49193655600689706,0.5649303893196824,0.5312645883413782,0.5707276750773792,0.562988834054562,0.5388639831668413,0.6227113303865356,0.558975780701646,1
uu_u19e,0.4809824546269921,0.5287479788476883,0.573017664073169,0.5127135996607298,0.6614214691074151,0.4954937577967244,0.43034378143533447,0.30130597867046927,0.0,0.2497919267221702,0.0,0.2497919267221702,0.23140612771539396,0.0,0.7298193258716271,0.0,0.9984018457335853,0.0,0.7071067811865477,0.0,0.0,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.0,0.0,0.0,0.0,0.37011269305397515,0.37011269305397515,0.39080976102976234,0.5103515702859249,0.4534413733494619,0.6868440278342026,0.5630146707689861,0.7668815940910707,0.6729417880002653,0.8159550456561789,0.7482207296689958,0.6934098123608317,0.7016934994079641,0.7745182136738074,0.7515223446523291,0.6389180539574715,0.6949213918002054,1
uu_u19e,0.7175235253663889,0.6511664880079863,0.6893755182276063,0.7423725319522146,0.73324452757792,0.7579532072509827,0.7533153559821119,0.811049471871605,0.7560359369704415,0.7521646155653463,0.7803160738203073,0.7331062625351784,0.7498046758405745,0.8002448757407447,0.7271916789243884,0.7827479659284556,0.7468767265636954,0.7248153224807297,0.7282768889359938,0.7225045530383037,0.675513734281463,1
uu_u19e,0.7803919587180435,0.785983903917492,0.7685854161513433,0.7956345899639654,0.7970358330224265,0.8179858875625409,0.816229958145102,0.8700155990521137,0.8401664331562323,0.8396259244796553,0.8945534012859185,0.8780805037643921,0.8634629460741978,0.87893131330077,0.8544360766365735,0.8632849542155941,0.8334063981430411,0.8112786230598044,0.804477236087873,0.7978885004790487,0.772211897812386,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.7012480437776506,0.6710232020233132,0.6981806378491013,0.7173334764774036,0.7251261786203868,0.7464480030202166,0.769703024468378,0.8001371671465514,0.8353664897398554,0.7877032686515002,0.8172320746378712,0.8548176467987879,0.8349392533660523,0.8379100185249156,0.8723500100209248,0.853127313821402,0.8381499968726298,0.8529089798289266,0.864448457907228,0.8631976445168125,0.8772837353554402,1
uu_u19e,0.8812828700755346,0.8834886474051065,0.8973341739832621,0.9112464872327184,0.8942471243145237,0.9179478923062668,0.9134331937753444,0.9314192057541085,0.916316888952779,0.918739156663509,0.9223286560795478,0.9261883288981937,0.927182416383674,0.9382874218433219,0.9453233581147173,0.9435511230760398,0.9460756889380053,0.9524333624867604,0.946132639023766,0.9421723422109652,0.9455170487086564,1
uu_u19e,0.7868886394955055,0.7744684757260505,0.743306157809433,0.722425688264507,0.74713624068543,0.6891384249431051,0.7390017169325461,0.7991229959416464,0.7996491619579401,0.8106737079608466,0.8433113758434966,0.8011285160593169,0.7727596038605081,0.8130571941281248,0.7353506755816848,0.755165304558192,0.8067476641176783,0.793824704097869,0.7653985962358506,0.7582569630970947,0.7457112657258974,1
uu_u19e,0.3748986678177516,0.0,0.36474638387793196,0.408766081259788,0.3919076948354336,0.6491192706966527,0.0,0.0,0.0,0.0,0.5466666666666666,0.6050832675335579,0.7999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.4259368437485605,0.3430154458715277,0.2920584680342224,0.3250080928012018,0.3585050535277655,0.2901427921756771,0.3228187489628643,0.24750532092405428,0.34569739207349115,0.3308098539727961,0.3312477227404636,0.3961617675471705,0.29402887748872614,0.3799058895475146,0.43469421910191053,0.3823689013656443,0.3438911834068627,0.08582227846282996,0.16617119732981622,0.27202597191343425,0.08319506585682497,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.3384715493657776,0.37671101057424883,0.3620380265831445,0.21103863518174873,0.42029781625607365,0.22603689123003556,0.3832528171106134,0.46690148227606215,0.38778543606118165,0.306018710274082,0.33109908097224044,0.6358881397364748,0.41660576454797776,0.5433533167843684,0.38585334109326574,0.28389097530592766,0.5406376068004152,0.42707924577668777,0.37242332896804287,0.5461148487533005,0.2469115733697753,1
uu_u19e,0.6190713480625931,0.6189840839576488,0.5521002207407392,0.5021311772065402,0.7315012998256595,0.500723200850891,0.6064926599781193,0.5437961901687487,0.5499303745740662,0.6517533798783164,0.6044083756051597,0.5326759023315482,0.5725431540231886,0.6491425808764034,0.4768235691642897,0.472520732636431,0.5365121051999809,0.47011164991625026,0.5631906771285871,0.48118003854573577,0.5286421921048371,1
uu_u19e,0.37208140232255527,0.2752852773687336,0.20400517562775838,0.280301193462269,0.37612403701945696,0.4203748739724099,0.3568864909442511,0.3542544041044798,0.3574373928409474,0.43483298819459576,0.5169504003166023,0.35754347361902356,0.4348867237012099,0.5024500915280141,0.6098117642053323,0.5507862946103791,0.5498852232674156,0.5164168591001962,0.5328163575421336,0.613028065013334,0.5799997479899054,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298129428260177,0.31788776569561056,0.5298129428260177,0.39735970711951324,0.6755368213497618,0.26566054772181646,0.4427675795363607,0.5746271805084723,1
uu_u19e,0.5068950905931601,0.34563670319106155,0.3128869303055389,0.2178001495914992,0.2881718746730298,0.4101891556805335,0.46394447299639274,0.20544782831284594,0.32748337299018193,0.260587953472439,0.333814395657002,0.3056618224047347,0.33667799954131444,0.207295219283803,0.3417977365423244,0.29375853853799994,0.37444867653310837,0.34045759656490376,0.38454388343654333,0.32214597566536146,0.45119310363402293,1
uu_u19e,0.5570301691621563,0.5667280434231096,0.5667124707627148,0.5753934445391221,0.5336823457914586,0.5556891367477433,0.6465764282912608,0.574130890107366,0.6376077339353071,0.5097757485934152,0.6961323076944347,0.5376872512555954,0.6122818516234931,0.7194922476827169,0.5428061812054081,0.7048870360000697,0.5118582961434154,0.6317102057200876,0.4970959223137007,0.5018105845812385,0.531016911721345,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uu_u19e,0.4012936443915872,0.4633346652240619,0.22666761762711624,0.3886406179135492,0.3116894726535412,0.37999852820832436,0.4069001947801825,0.4739028675868158,0.4130083305001402,0.5297930699684816,0.4771088031946179,0.4164733866872222,0.5415550319735059,0.43457269758355266,0.5030497123010149,0.4873659448408053,0.4337536868712688,0.5080628336707071,0.3183996884028316,0.6455377352350893,0.4615749518043208,1
uu_u19e,0.5492758781397153,0.6098756118626524,0.6259732675800832,0.5706736583519816,0.6110647865252143,0.5121139705013187,0.5317019479938834,0.5235698967740258,0.5666384054661907,0.6605891735967212,0.7412272122669281,0.660897749603944,0.6497814117955962,0.5123205271830961,0.4937733101363331,0.4626108960993005,0.4688824821662075,0.5629399421748783,0.5377771042525603,0.6380338350975567,0.63713859945515,1
uu_u19e,0.8759372941026765,0.8568867829769153,0.8407855728198902,0.8521280495365537,0.8642572143802546,0.8704942262430514,0.8850457614054111,0.8752226336718918,0.8780038645145524,0.891095299497526,0.9030945907489996,0.9158419168884252,0.9320115788043611,0.9265308138118735,0.9275147059139786,0.9180573213775153,0.9229313537956392,0.9104333103151614,0.910116369241442,0.9027755622468745,0.8999255776223893,1
